osmid,grid_index,y,x
6885187633,3446,41.8077932,12.5010182
920175592,3447,41.8088391,12.506098
303193823,3448,41.8094653,12.5147807
920203700,3449,41.8073926,12.5196021
920204194,3450,41.8092554,12.5247011
5474782847,3451,41.8088751,12.5301998
9458261866,3452,41.8087636,12.5383951
2014595867,3453,41.8094789,12.5427843
2011670400,3456,41.8093214,12.5572449
247224235,3458,41.8108594,12.5702935
902508816,3459,41.8097022,12.5760352
2094671684,3464,41.8096669,12.6058406
299115523,3465,41.8091246,12.611418
837592265,3466,41.8090479,12.6167565
315017741,3467,41.8084577,12.6215722
4599704540,3468,41.8090534,12.6273734
356955426,3532,41.8112186,12.4233313
1175956348,3533,41.8129394,12.4269342
4016691645,3534,41.8134936,12.4329229
4198816761,3535,41.812991,12.4400999
157482979,3536,41.8130439,12.4458354
305097059,3537,41.8140028,12.4504763
11262198820,3538,41.8140568,12.4577407
8293821680,3539,41.8138307,12.4607715
1340314518,3540,41.8133181,12.4672368
1832053169,3541,41.8131001,12.4733149
9714482545,3542,41.8134036,12.4793476
309028508,3543,41.8132852,12.4837799
298924989,3544,41.8125306,12.4893917
1555735482,3546,41.8131775,12.5038285
303197626,3547,41.8131908,12.507114
9937082444,3548,41.8128527,12.51417
920202131,3549,41.8124274,12.5177125
248686236,3550,41.8116712,12.5265121
1769740726,3551,41.8127413,12.5319013
256145488,3552,41.8120072,12.5363756
303196765,3553,41.8113952,12.5423156
1769709829,3554,41.8133064,12.5458021
256145496,3555,41.8121966,12.5522825
247227921,3558,41.8138722,12.5714706
243882090,3559,41.8119494,12.5754206
2268419559,3561,41.8147741,12.5871474
3108827266,3563,41.8122101,12.6005458
315016505,3564,41.813147,12.6045401
316715132,3565,41.8133526,12.6105737
299115528,3566,41.8135319,12.6165853
315018936,3567,41.8131223,12.6215002
4599704616,3568,41.8135075,12.627988
277730486,3634,41.8169281,12.4327341
324201291,3635,41.8169829,12.4385309
1340972009,3636,41.8175964,12.4443887
305096533,3637,41.8180844,12.4512696
398677807,3638,41.8172854,12.4544004
398822188,3639,41.8174996,12.4622917
1340314397,3640,41.8168277,12.467418
298919476,3641,41.8183334,12.4734782
422302128,3642,41.8175479,12.4788235
298925158,3643,41.8171193,12.4846287
449968272,3644,41.8179485,12.4896601
1555680590,3645,41.8176128,12.4934164
303199011,3647,41.8164321,12.507527
9937077601,3648,41.817382,12.5134212
423799551,3649,41.8178581,12.5192475
302977048,3650,41.81688,12.5223109
9458262188,3651,41.8193607,12.5290468
11203212714,3657,41.8176958,12.5639502
4688859224,3660,41.8161415,12.5847294
315016399,3661,41.8175593,12.5868202
9706581990,3662,41.816877,12.5947939
315016950,3663,41.8169808,12.5998248
6383899830,3664,41.8172384,12.6047549
6364491872,3665,41.8171715,12.610409
316700618,3666,41.8179361,12.6170483
313625748,3667,41.8178348,12.6219405
4599704621,3668,41.8176362,12.6278411
1418993181,3730,41.822169,12.4110561
949857636,3731,41.8221958,12.4160449
356948909,3734,41.8213421,12.4327678
2226635160,3735,41.8209041,12.4392578
356948357,3736,41.8218846,12.4449047
1340971825,3737,41.8219892,12.4500427
305095601,3738,41.8225963,12.4549563
305089175,3739,41.8226614,12.4606065
299118751,3740,41.8223015,12.4671505
1200136612,3741,41.822489,12.472246
6365150849,3742,41.8218676,12.478554
9739474422,3743,41.8217665,12.4845994
6377596943,3744,41.8219494,12.4901343
319944080,3745,41.8229149,12.495722
302980177,3746,41.8218687,12.5028326
302980073,3747,41.8221579,12.5078045
302976785,3748,41.8225026,12.5119543
3659580244,3749,41.8225016,12.5190197
4846520496,3751,41.8204462,12.5295055
2194163967,3752,41.8220093,12.5355065
4848417647,3756,41.8241724,12.5602494
471048566,3757,41.8218595,12.5654189
245936978,3759,41.8201939,12.5787931
315015328,3760,41.8220625,12.5814484
262479541,3761,41.8228922,12.5874412
1367747369,3764,41.8226429,12.6066291
316699725,3765,41.822382,12.6100065
313617722,3766,41.8221676,12.6154694
313625463,3767,41.8226396,12.6213669
313622633,3768,41.822617,12.6258194
307506237,3830,41.8253358,12.4120662
307488461,3831,41.8284965,12.4165085
356949795,3833,41.8274767,12.4286627
311075420,3836,41.8255484,12.4439577
305095509,3837,41.8255192,12.4517175
305088128,3838,41.8268601,12.4547294
305088323,3839,41.8268962,12.4607369
286718192,3840,41.8263729,12.4689209
252528349,3841,41.8267639,12.4728727
248681267,3842,41.8266002,12.4787573
2203011189,3843,41.8270629,12.4857174
246781223,3844,41.8265114,12.490439
2104894725,3845,41.8263608,12.495726
1109783428,3846,41.8265974,12.5013438
302980732,3847,41.8265951,12.507385
302976724,3848,41.8266852,12.5129574
3659578805,3849,41.8260469,12.5181342
302742109,3850,41.8257926,12.5260861
1109783437,3851,41.8259585,12.5294895
10285406711,3853,41.8284063,12.5394107
2627430713,3854,41.8281854,12.5474323
289942168,3856,41.8251534,12.5611693
7161216978,3857,41.8267336,12.5639872
7057283012,3859,41.8271658,12.576884
315015299,3860,41.8260693,12.5830551
2104879163,3861,41.8266244,12.586483
315015046,3862,41.8278411,12.5916223
315014785,3863,41.8258985,12.5976756
2177790691,3864,41.8275874,12.60383
313613365,3865,41.8263052,12.610949
313620247,3866,41.8258442,12.6150592
313621306,3867,41.8265736,12.6218277
313621096,3868,41.8269906,12.6262098
2525349351,3930,41.8318046,12.4104438
307462656,3932,41.8327346,12.4219303
1103628224,3934,41.8316751,12.4334448
307486276,3935,41.8316285,12.4382387
2175886818,3936,41.8304976,12.4438439
1235826685,3938,41.8313453,12.456174
305087435,3939,41.8313239,12.4625254
560185216,3940,41.8304454,12.4686847
304463193,3941,41.8310504,12.4733467
304451734,3942,41.8303835,12.4794405
304448457,3943,41.8297698,12.4843464
2368279871,3944,41.8319807,12.4915306
650386599,3945,41.8311092,12.4961357
302971460,3946,41.8320623,12.5035776
302970372,3947,41.8323842,12.5072317
1339459437,3948,41.831134,12.5139969
302742716,3949,41.8310348,12.5200024
6388504600,3950,41.8310844,12.5238757
302742288,3951,41.829409,12.5296209
302741871,3952,41.8322562,12.5340838
302744175,3953,41.8294538,12.5425994
302743900,3954,41.8304685,12.5448712
471055991,3955,41.8312223,12.5553215
302729596,3956,41.8305114,12.5595491
2103200970,3957,41.8310302,12.5645418
2204681179,3958,41.8301503,12.5694494
302718582,3959,41.8313922,12.5763729
1759495930,3960,41.8306769,12.5820202
315014783,3961,41.8312373,12.5863849
315014922,3962,41.8289809,12.592378
4690588363,3963,41.8310428,12.5988577
313610689,3964,41.8313279,12.6068487
313610479,3965,41.8311039,12.6108058
313609689,3966,41.8319433,12.6167153
312418247,3967,41.8311169,12.6225772
2338148919,3968,41.8305525,12.627479
307487674,4031,41.8346727,12.4161209
307463830,4032,41.8350711,12.4205929
1117826131,4033,41.8357262,12.4258526
9717665175,4034,41.8349923,12.4329709
306714374,4035,41.8357758,12.4366784
307485939,4036,41.8350431,12.4425664
262118540,4037,41.8351166,12.4486787
286993791,4038,41.8361031,12.457055
253786461,4039,41.835436,12.4609229
401948347,4040,41.8349955,12.4671851
1128049171,4041,41.8352,12.4735009
670352850,4042,41.8345928,12.4807332
257570651,4043,41.8363712,12.4870216
9401360784,4044,41.8352065,12.490213
1339459351,4045,41.8356316,12.4959414
5412225889,4046,41.83543,12.5022094
264275809,4047,41.8357791,12.5078018
302972315,4048,41.8357621,12.5130833
1701796253,4049,41.8358723,12.5179396
302741909,4050,41.8356043,12.5233533
302741877,4051,41.8358147,12.5301099
302741861,4052,41.8368421,12.5377154
264253410,4053,41.8343937,12.5404541
471051084,4055,41.835184,12.5523281
2075425068,4056,41.8354205,12.5589015
2174082784,4057,41.8346692,12.5646944
220918632,4058,41.8347859,12.5703001
302691367,4059,41.8346999,12.5759967
264489633,4060,41.8350715,12.5827894
302707438,4061,41.8349402,12.5883268
262477571,4062,41.8356239,12.5924047
312415045,4063,41.8351394,12.5992915
301494861,4064,41.8355157,12.6047252
312418081,4065,41.833584,12.6086807
4496531509,4066,41.834623,12.6169966
4496769791,4067,41.8363936,12.6215042
312418891,4068,41.8356898,12.6278418
9353480285,4131,41.8386903,12.4140101
307460141,4132,41.8398667,12.4221273
9717665186,4133,41.8404498,12.4253574
306713354,4134,41.8393779,12.4342492
306709093,4135,41.840132,12.4385401
306696907,4136,41.840769,12.4459983
3674518944,4137,41.8403488,12.4508597
262112133,4138,41.8401332,12.4560142
372779611,4139,41.8398323,12.4614023
305086366,4140,41.8390375,12.4667347
253708553,4141,41.8395634,12.4727698
304150474,4142,41.8399539,12.4778925
257571086,4143,41.8381275,12.484795
264267265,4144,41.8395636,12.489214
5758249973,4145,41.8400286,12.4962166
1731107032,4146,41.8403101,12.502686
303191893,4147,41.8394909,12.5073247
303192666,4148,41.8400098,12.5129516
248837198,4149,41.8394461,12.5180076
2117989830,4150,41.8385522,12.5261155
302741890,4152,41.8391642,12.5351203
302741639,4153,41.8395695,12.5413196
2176100558,4154,41.8398291,12.5468617
1540579911,4155,41.839459,12.5530011
2181449875,4156,41.8400993,12.5589651
1647941706,4157,41.840573,12.5624001
2104879165,4160,41.8394746,12.5821205
