Starting node index,Starting node osmid,Ending node index,Ending node osmid,Travel cost from the starting node to the ending node
8968,261724920,8969,255385700,0.000708153
8969,255385700,9069,255385701,0.000293936
8971,2174082840,9071,380422640,0.000509993
8973,380422635,9073,259364287,0.000663242
9001,293813969,9002,1883246103,0.000732868
9043,257492488,9044,261732914,0.000357915
9057,534440022,9157,259330220,0.00074754
9069,255385701,9070,2174082841,0.000598916
9070,2174082841,9071,380422640,0.000401579
9073,259364287,9173,259360129,0.000233065
9091,2226635330,9092,2226635339,0.000472229
9156,534440044,9157,259330220,0.000393055
9157,259330220,9158,259330866,0.000559789
9157,259330220,9257,259330583,0.0003467
9158,259330866,9159,261726495,0.00046661
9158,259330866,9258,259329811,0.000144528
9172,259359757,9173,259360129,0.000397173
9173,259360129,9174,1263562790,0.000439419
9182,6367386011,9282,1333380134,0.000624106
9223,745446809,9224,259282278,0.000739457
9257,259330583,9258,259329811,0.000403647
9257,259330583,9357,259329788,0.00031046
9258,259329811,9358,259329626,0.000387271
9264,261726198,9265,261726196,0.000533627
9265,261726196,9266,261725987,0.000293324
9357,259329788,9358,259329626,0.000534664
9373,259364964,9473,1263562782,0.00040077
9387,259357400,9388,2226635355,0.000363426
9400,259280515,9401,259275969,0.000637566
9401,259275969,9501,297721619,0.000392086
9447,1751775424,9448,1751775421,0.000218848
9473,1263562782,9573,1263552240,0.000670951
9485,3030795137,9585,1333380141,0.000457326
9501,297721619,9502,1089848832,0.000747147
9502,1089848832,9503,1117936300,0.000539975
9502,1089848832,9602,294016351,0.000273311
9520,259299770,9620,259300311,0.000167898
9528,291638484,9529,745446843,0.000647839
9536,8311098861,9537,280135454,0.000116061
9573,1263552240,9574,259365482,0.00063035
9584,1333380149,9585,1333380141,0.000501725
9584,1333380149,9684,259357710,9.16E-05
9585,1333380141,9586,259357708,0.00046916
9613,259285913,9713,294016393,0.000345615
9683,259357711,9684,259357710,0.000581567
9710,294016366,9810,294016094,0.000417288
9741,1107576969,9841,261732454,0.00019445
9745,1335017550,9845,1335017565,0.000236013
9755,261726588,9855,259607456,0.000105415
9780,259357394,9781,259357714,0.000562443
9792,2226635373,9892,1333360813,0.000266136
9797,292449375,9798,2676011258,0.000209047
9798,2676011258,9799,2676011262,0.000531141
9798,2676011258,9898,292449483,0.000385995
9799,2676011262,9800,259278376,0.047858295
9800,259278376,9801,1089853542,0.000816309
9815,259282989,9816,259283339,0.000179512
9815,259282989,9915,259283347,0.000173264
9876,301209756,9976,294002165,0.000342463
