u,v,key,osmid,oneway,lanes,highway,length,ref,maxspeed,bridge,name,junction,geometry
81810225,5477778233,0,9965007,False,,residential,36.696,,,,Bell Place,,"LINESTRING (-97.1273657 33.2176789, -97.127369 33.2180089)"
81810227,8594168924,0,656305782,False,,residential,38.918,,,,Bell Place,,"LINESTRING (-97.12737 33.2164, -97.1273688 33.21675)"
81810227,5222006419,0,1040402648,False,,secondary,33.548,FM 426,,,East McKinney Street,,"LINESTRING (-97.12737 33.2164, -97.1270098 33.2163853)"
81810227,7985739395,0,1040402648,False,,secondary,22.656,FM 426,,,East McKinney Street,,"LINESTRING (-97.12737 33.2164, -97.1276131 33.2164123)"
81811759,8863376228,0,9965174,False,,residential,10.029,,,,East Mulberry Street,,"LINESTRING (-97.1324795 33.2135003, -97.1323717 33.2134991)"
81811759,8863356460,0,521609568,False,,residential,9.954,,,,West Mulberry Street,,"LINESTRING (-97.1324795 33.2135003, -97.1325865 33.2135003)"
81811759,7832497594,0,521609576,True,3,primary,45.558,US 77;US 377,,,South Locust Street,,"LINESTRING (-97.1324795 33.2135003, -97.1324757 33.21391)"
81811766,81811768,0,9965174,False,,residential,53.711,,,,East Mulberry Street,,"LINESTRING (-97.130291 33.2134766, -97.1297137 33.2134703)"
81811766,8863376230,0,9965174,False,,residential,6.671,,,,East Mulberry Street,,"LINESTRING (-97.130291 33.2134766, -97.1303627 33.2134774)"
81811766,8490043826,0,9969791,False,,residential,9.051,,,,Industrial Street,,"LINESTRING (-97.130291 33.2134766, -97.1302909 33.2133952)"
81811766,7832447001,0,9969791,False,,residential,102.55,,,,Industrial Street,,"LINESTRING (-97.130291 33.2134766, -97.130279 33.2143988)"
81811768,8487269591,0,9965174,False,,residential,17.983,,,,East Mulberry Street,,"LINESTRING (-97.1297137 33.2134703, -97.1295204 33.2134688)"
81811768,81811766,0,9965174,False,,residential,53.711,,,,East Mulberry Street,,"LINESTRING (-97.1297137 33.2134703, -97.130291 33.2134766)"
81811768,7832447005,0,9973213,False,,residential,102.544,,,,Russell Street,,"LINESTRING (-97.1297137 33.2134703, -97.1297109 33.2143925)"
81811770,6749828867,0,9965174,False,,residential,60.158,,,,East Mulberry Street,,"LINESTRING (-97.1282478 33.2134544, -97.1288944 33.2134612)"
81811770,9383265710,0,1040402645,False,,secondary,20.582,,,,South Bell Avenue,,"LINESTRING (-97.1282478 33.2134544, -97.1282469 33.2136395)"
81811770,6746472523,0,1040402645,False,,secondary,16.76,,,,South Bell Avenue,,"LINESTRING (-97.1282478 33.2134544, -97.128286 33.2133071)"
81814320,81814321,0,9965413,False,,residential,7.767,,,,Withers Street,,"LINESTRING (-97.12548 33.221119, -97.1254 33.221099)"
81814320,7991986603,0,9965413,False,,residential,3.982,,,,Withers Street,,"LINESTRING (-97.12548 33.221119, -97.1255228 33.2211194)"
81814321,81814323,0,9965413,False,,residential,19.268,,,,Withers Street,,"LINESTRING (-97.1254 33.221099, -97.12521 33.22103)"
81814321,81814320,0,9965413,False,,residential,7.767,,,,Withers Street,,"LINESTRING (-97.1254 33.221099, -97.12548 33.221119)"
81814323,81814321,0,9965413,False,,residential,19.268,,,,Withers Street,,"LINESTRING (-97.12521 33.22103, -97.1254 33.221099)"
81814323,81892753,0,9972541,False,,tertiary,24.253,,,,Mingo Road,,"LINESTRING (-97.12521 33.22103, -97.1250477 33.2212007)"
81814323,81892750,0,9972541,False,,tertiary,10.234,,,,Mingo Road,,"LINESTRING (-97.12521 33.22103, -97.12528 33.220959)"
81814331,81892766,0,9972541,False,,tertiary,10.775,,,,Mingo Road,,"LINESTRING (-97.12482 33.221359, -97.12473 33.22142)"
81814331,81892753,0,9972541,False,,tertiary,27.54,,,,Mingo Road,,"LINESTRING (-97.12482 33.221359, -97.1250477 33.2212007)"
81814331,81930478,0,9976006,False,,residential,16.328,,,,Frame Street,,"LINESTRING (-97.12482 33.221359, -97.12476 33.221221)"
81818240,5052231123,0,440881291,True,2,secondary,19.348,,50 mph,,North Interstate 35E,,"LINESTRING (-97.157375 33.2068775, -97.157544 33.2069789)"
81818242,81818246,0,9965740,False,,tertiary,10.37,,,,Eagle Drive,,"LINESTRING (-97.1537069 33.2064453, -97.1536365 33.2065176)"
81818242,5213265702,0,62049255,True,2,tertiary,8.962,,,,North Texas Boulevard,,"LINESTRING (-97.1537069 33.2064453, -97.1536306 33.2063961)"
81818246,81818242,0,9965740,False,,tertiary,10.37,,,,Eagle Drive,,"LINESTRING (-97.1536365 33.2065176, -97.1537069 33.2064453)"
81818246,5213265715,0,365519034,False,,tertiary,8.775,,,,Eagle Drive,,"LINESTRING (-97.1536365 33.2065176, -97.1535786 33.2065799)"
81818246,3763123810,0,365519038,True,2,tertiary,10.458,,,,North Texas Boulevard,,"LINESTRING (-97.1536365 33.2065176, -97.1537292 33.2065708)"
81818248,81818250,0,365519034,False,,tertiary,11.368,,,,Eagle Drive,,"LINESTRING (-97.153502 33.206642, -97.153399 33.206697)"
81818248,5213265715,0,365519034,False,,tertiary,9.923,,,,Eagle Drive,,"LINESTRING (-97.153502 33.206642, -97.1535786 33.2065799)"
81818250,2970522615,0,365519034,False,,tertiary,5.225,,,,Eagle Drive,,"LINESTRING (-97.153399 33.206697, -97.1533487 33.2067179)"
81818250,81818248,0,365519034,False,,tertiary,11.368,,,,Eagle Drive,,"LINESTRING (-97.153399 33.206697, -97.153502 33.206642)"
81818252,81818254,0,365519034,False,,tertiary,9.811,,,,Eagle Drive,,"LINESTRING (-97.153315 33.206732, -97.153215 33.20676)"
81818252,2970522615,0,365519034,False,,tertiary,3.506,,,,Eagle Drive,,"LINESTRING (-97.153315 33.206732, -97.1533487 33.2067179)"
81818254,81818256,0,365519034,False,,tertiary,11.713,,,,Eagle Drive,,"LINESTRING (-97.153215 33.20676, -97.153093 33.206786)"
81818254,81818252,0,365519034,False,,tertiary,9.811,,,,Eagle Drive,,"LINESTRING (-97.153215 33.20676, -97.153315 33.206732)"
81818256,5055066703,0,365519034,False,,tertiary,12.383,,,,Eagle Drive,,"LINESTRING (-97.153093 33.206786, -97.1529599 33.2067863)"
81818256,81818254,0,365519034,False,,tertiary,11.713,,,,Eagle Drive,,"LINESTRING (-97.153093 33.206786, -97.153215 33.20676)"
81818271,8860768075,0,9979697,False,,residential,8.262,,,,McCormick Street,,"LINESTRING (-97.1472967 33.2067001, -97.1472974 33.2066258)"
81818271,9375732066,0,1016511721,False,,tertiary,16.9,,,,Eagle Drive,,"LINESTRING (-97.1472967 33.2067001, -97.1474783 33.2067036)"
81818271,9375732067,0,1016511722,False,,tertiary,14.431,,,,Eagle Drive,,"LINESTRING (-97.1472967 33.2067001, -97.1471416 33.2066989)"
81818273,8860768076,0,9980828,False,,tertiary,9.112,,,,Avenue A,,"LINESTRING (-97.14602 33.20668, -97.1460233 33.2065981)"
81818273,8860768041,0,966597112,False,,unclassified,7.862,,,,Avenue A,,"LINESTRING (-97.14602 33.20668, -97.1460195 33.2067507)"
81818273,8860768044,0,1016511722,False,,tertiary,7.258,,,,Eagle Drive,,"LINESTRING (-97.14602 33.20668, -97.145942 33.2066789)"
81818273,8860768046,0,1016511722,False,,tertiary,11.296,,,,Eagle Drive,,"LINESTRING (-97.14602 33.20668, -97.1461414 33.2066818)"
81818279,81818281,0,521609571,False,,tertiary,55.025,,,,Eagle Drive,,"LINESTRING (-97.143751 33.206619, -97.14316 33.2066)"
81818279,6041357700,0,521609571,False,,tertiary,13.297,,,,Eagle Drive,,"LINESTRING (-97.143751 33.206619, -97.1438939 33.2066212)"
81818281,8860768059,0,9978344,False,,residential,9.508,,,,Beatty Street,,"LINESTRING (-97.14316 33.2066, -97.1431612 33.2065145)"
81818281,3013639985,0,521609571,False,,tertiary,19.513,,,,Eagle Drive,,"LINESTRING (-97.14316 33.2066, -97.1429504 33.2065938)"
81818281,81818279,0,521609571,False,,tertiary,55.025,,,,Eagle Drive,,"LINESTRING (-97.14316 33.2066, -97.143751 33.206619)"
81818283,6041357699,0,521609571,False,,tertiary,14.742,,,,Eagle Drive,,"LINESTRING (-97.142489 33.20658, -97.1423306 33.2065767)"
81818283,6041357690,0,521609571,False,,tertiary,41.028,,,,Eagle Drive,,"LINESTRING (-97.142489 33.20658, -97.1429297 33.2065932)"
81818287,6749516034,0,521609571,False,,tertiary,17.324,,,,Eagle Drive,,"LINESTRING (-97.141027 33.206547, -97.1408408 33.2065461)"
81818287,9562937171,0,521609571,False,,tertiary,40.481,,,,Eagle Drive,,"LINESTRING (-97.141027 33.206547, -97.1414619 33.2065582)"
81818293,5969174217,0,521609571,False,,tertiary,43.711,,,,Eagle Drive,,"LINESTRING (-97.13961 33.206539, -97.1391402 33.2065352)"
81818293,6041308829,0,521609571,False,,tertiary,29.689,,,,Eagle Drive,,"LINESTRING (-97.13961 33.206539, -97.1399291 33.206541)"
81818295,7085679859,0,521609571,False,,tertiary,43.925,,,,Eagle Drive,,"LINESTRING (-97.1388552 33.2065329, -97.1383831 33.206529)"
81818295,5969174217,0,521609571,False,,tertiary,26.517,,,,Eagle Drive,,"LINESTRING (-97.1388552 33.2065329, -97.1391402 33.2065352)"
81818296,3013713937,0,521609571,False,,tertiary,27.443,,,,Eagle Drive,,"LINESTRING (-97.1381848 33.2065274, -97.13789 33.206519)"
81818296,7085679859,0,521609571,False,,tertiary,18.45,,,,Eagle Drive,,"LINESTRING (-97.1381848 33.2065274, -97.1383831 33.206529)"
81818300,9562937206,0,521609571,False,,tertiary,41.662,,,,Eagle Drive,,"LINESTRING (-97.137295 33.206518, -97.1368473 33.20651)"
81818300,3013713937,0,521609571,False,,tertiary,55.357,,,,Eagle Drive,,"LINESTRING (-97.137295 33.206518, -97.13789 33.206519)"
81818304,81818305,0,589767596,False,,tertiary,33.773,,,,Eagle Drive,,"LINESTRING (-97.136294 33.2065089, -97.135931 33.2065073)"
81818304,9562937211,0,589767596,False,,tertiary,15.389,,,,Eagle Drive,,"LINESTRING (-97.136294 33.2065089, -97.1364594 33.2065096)"
81818305,6041354017,0,589767596,False,,tertiary,9.76,,,,Eagle Drive,,"LINESTRING (-97.135931 33.2065073, -97.1358261 33.2065068)"
81818305,81818304,0,589767596,False,,tertiary,33.773,,,,Eagle Drive,,"LINESTRING (-97.135931 33.2065073, -97.136294 33.2065089)"
81818307,6731315154,0,9974225,False,,residential,55.645,,,,Myrtle Street,,"LINESTRING (-97.1350499 33.2065034, -97.1350632 33.2060031)"
81818307,9562937243,0,9974225,False,,residential,9.275,,,,Myrtle Street,,"LINESTRING (-97.1350499 33.2065034, -97.135048 33.2065868)"
81818307,81763294,0,589767596,False,,tertiary,72.561,,,,Eagle Drive,,"LINESTRING (-97.1350499 33.2065034, -97.13427 33.2065)"
81818307,6731315155,0,589767596,False,,tertiary,32.191,,,,Eagle Drive,,"LINESTRING (-97.1350499 33.2065034, -97.1353959 33.2065038)"
81818308,9562937289,0,9977716,True,3,primary,9.289,US 77;US 377,,,South Locust Street,,"LINESTRING (-97.1325482 33.2065004, -97.1325452 33.2065839)"
81818308,9562937257,0,28462426,False,4,primary,118.623,US 77;US 377,,,Eagle Drive,,"LINESTRING (-97.1325482 33.2065004, -97.1338232 33.2065023)"
81818308,9562937293,0,41440930,False,4,primary,11.396,US 77,,,Eagle Drive,,"LINESTRING (-97.1325482 33.2065004, -97.1324258 33.2064964)"
81818308,9562937298,0,610166058,False,,residential,7.55,,,,South Locust Street,,"LINESTRING (-97.1325482 33.2065004, -97.1325483 33.2064325)"
81818313,81818315,0,9965742,False,,secondary,72.558,,,,South Bell Avenue,,"LINESTRING (-97.1314029 33.207054, -97.1310074 33.2076164)"
81818313,1633444364,0,9975108,False,,secondary,25.997,,,,South Bell Avenue,,"LINESTRING (-97.1314029 33.207054, -97.1315659 33.2068641)"
81818313,81974475,0,9980612,False,,residential,22.255,,,,Wainwright Street,,"LINESTRING (-97.1314029 33.207054, -97.1316005 33.2071668)"
81818315,81818313,0,9965742,False,,secondary,72.558,,,,South Bell Avenue,,"LINESTRING (-97.1310074 33.2076164, -97.1314029 33.207054)"
81818315,81920500,0,9975114,False,,secondary,64.231,,,,South Bell Avenue,,"LINESTRING (-97.1310074 33.2076164, -97.130665 33.208118)"
81819336,81793200,0,9965814,False,,residential,133.54,,,,Grove Street,,"LINESTRING (-97.1246896 33.2255293, -97.1261251 33.2255465)"
81819336,8859235274,0,9976007,False,,residential,8.363,,,,Frame Street,,"LINESTRING (-97.1246896 33.2255293, -97.1246908 33.2254541)"
81819336,8859235217,0,9984574,False,,residential,8.963,,,,Reagan Houston Lane,,"LINESTRING (-97.1246896 33.2255293, -97.1246888 33.2256099)"
81822388,9504343739,0,9966184,False,,residential,7.686,,,,Broadway Street,,"LINESTRING (-97.1433598 33.2224084, -97.1434424 33.2224102)"
81822388,8822407681,0,9983371,False,,tertiary,56.796,,,,Fulton Street,,"LINESTRING (-97.1433598 33.2224084, -97.1433395 33.2229189)"
81822388,2968033411,0,9983371,False,,tertiary,46.67,,,,Fulton Street,,"LINESTRING (-97.1433598 33.2224084, -97.1433758 33.2219889)"
81822391,81773671,0,9966184,False,,residential,9.675,,,,Broadway Street,,"LINESTRING (-97.144416 33.222431, -97.14452 33.22243)"
81822391,9504343739,0,9966184,False,,residential,90.594,,,,Broadway Street,,"LINESTRING (-97.144416 33.222431, -97.1434424 33.2224102)"
81822396,81822398,0,9966184,False,,residential,131.111,,,,Broadway Street,,"LINESTRING (-97.146051 33.222468, -97.14746 33.222499)"
81822396,81773671,0,9966184,False,,residential,142.477,,,,Broadway Street,,"LINESTRING (-97.146051 33.222468, -97.14452 33.22243)"
81822398,81777596,0,9966184,False,,residential,222.957,,,,Broadway Street,,"LINESTRING (-97.14746 33.222499, -97.1498561 33.2225499)"
81822398,81822396,0,9966184,False,,residential,131.111,,,,Broadway Street,,"LINESTRING (-97.14746 33.222499, -97.146051 33.222468)"
81822398,8859141884,0,9978656,False,,residential,103.063,,,,Bryan Street,,"LINESTRING (-97.14746 33.222499, -97.147505 33.2215729)"
81822398,81823103,0,9978656,False,,residential,109.118,,,,Bryan Street,,"LINESTRING (-97.14746 33.222499, -97.14743 33.22348)"
81822406,2657172879,0,9966184,False,,residential,54.089,,,,Broadway Street,,"LINESTRING (-97.15131 33.22258, -97.1518913 33.2225919)"
81822406,7998852989,0,9966184,False,,residential,81.548,,,,Broadway Street,,"LINESTRING (-97.15131 33.22258, -97.1504336 33.2225619)"
81822406,81875262,0,9971845,False,,residential,111.23,,,,Gober Street,,"LINESTRING (-97.15131 33.22258, -97.15134 33.22158)"
81822406,81823041,0,9971845,False,,residential,123.319,,,,Gober Street,,"LINESTRING (-97.15131 33.22258, -97.1513 33.223689)"
81822970,8859246526,0,9966230,False,,residential,6.586,,,,Schmitz Avenue,,"LINESTRING (-97.1273124 33.223178, -97.1272416 33.2231775)"
81822970,3108263672,0,293811603,False,,secondary,36.773,,,,North Bell Avenue,,"LINESTRING (-97.1273124 33.223178, -97.1273152 33.2228473)"
81822970,1549948077,0,293811603,False,,secondary,115.824,,,,North Bell Avenue,,"LINESTRING (-97.1273124 33.223178, -97.1273037 33.2242196)"
81822973,7217676788,0,9966230,False,,residential,114.025,,,,Schmitz Avenue,,"LINESTRING (-97.1247286 33.2231642, -97.1235028 33.223159)"
81822973,81793210,0,9966230,False,,residential,135.885,,,,Schmitz Avenue,,"LINESTRING (-97.1247286 33.2231642, -97.1261894 33.2231703)"
81822973,8859235353,0,9976007,False,,residential,6.15,,,,Frame Street,,"LINESTRING (-97.1247286 33.2231642, -97.1247295 33.2231089)"
81822973,8859235362,0,9976007,False,,residential,4.804,,,,Frame Street,,"LINESTRING (-97.1247286 33.2231642, -97.1247279 33.2232074)"
81823041,81822406,0,9971845,False,,residential,123.319,,,,Gober Street,,"LINESTRING (-97.1513 33.223689, -97.15131 33.22258)"
81823041,8822900134,0,953181028,False,2,residential,128.546,,,,Linden Drive,,"LINESTRING (-97.1513 33.223689, -97.1499181 33.2236805)"
81823041,81823044,0,953181028,False,2,residential,42.057,,,,Linden Drive,,"LINESTRING (-97.1513 33.223689, -97.1517515 33.223709)"
81823044,81884353,0,9971843,False,,residential,126.582,,,,Gober Street,,"LINESTRING (-97.1517515 33.223709, -97.1517214 33.2248471)"
81823044,81823041,0,953181028,False,2,residential,42.057,,,,Linden Drive,,"LINESTRING (-97.1517515 33.223709, -97.1513 33.223689)"
81823044,81780609,0,953181028,False,2,residential,139.463,,,,Linden Drive,,"LINESTRING (-97.1517515 33.223709, -97.15325 33.22375)"
81823053,7594649010,0,935700879,False,,tertiary,113.761,,30 mph,,Ector Street,,"LINESTRING (-97.1550271 33.2237703, -97.1550498 33.2227474)"
81823053,81912819,0,935700879,False,,tertiary,160.026,,30 mph,,Ector Street,,"LINESTRING (-97.1550271 33.2237703, -97.1549951 33.2252092)"
81823053,81780629,0,953181028,False,2,residential,156.948,,,,Linden Drive,,"LINESTRING (-97.1550271 33.2237703, -97.15334 33.22375)"
81823053,81823059,0,953181028,False,2,residential,175.232,,,,Linden Drive,,"LINESTRING (-97.1550271 33.2237703, -97.15691 33.22382)"
81823059,81875268,0,9983975,False,,residential,234.872,,,,Hillcrest Street,,"LINESTRING (-97.15691 33.22382, -97.156949 33.221708)"
81823059,81936042,0,9983975,False,,residential,157.941,,,,Hillcrest Street,,"LINESTRING (-97.15691 33.22382, -97.15687 33.22524)"
81823059,81823053,0,953181028,False,2,residential,175.232,,,,Linden Drive,,"LINESTRING (-97.15691 33.22382, -97.1550271 33.2237703)"
81823059,81823070,0,953181028,False,2,residential,159.078,,,,Linden Drive,,"LINESTRING (-97.15691 33.22382, -97.15862 33.22384)"
81823070,81936039,0,9981976,False,,residential,159.052,,,,Thomas Street,,"LINESTRING (-97.15862 33.22384, -97.15858 33.22527)"
81823070,9385634057,0,9981976,False,,residential,221.424,,,,Thomas Street,,"LINESTRING (-97.15862 33.22384, -97.1586681 33.2218491)"
81823070,81823059,0,953181028,False,2,residential,159.078,,,,Linden Drive,,"LINESTRING (-97.15862 33.22384, -97.15691 33.22382)"
81823070,81823074,0,953181028,False,2,residential,113.488,,,,Linden Drive,,"LINESTRING (-97.15862 33.22384, -97.15984 33.22385)"
81823074,9385634062,0,9973446,False,,residential,107.937,,,,Stanley Street,,"LINESTRING (-97.15984 33.22385, -97.1598637 33.2228795)"
81823074,81904089,0,9973446,False,,residential,158.922,,,,Stanley Street,,"LINESTRING (-97.15984 33.22385, -97.15981 33.225279)"
81823074,81823070,0,953181028,False,2,residential,113.488,,,,Linden Drive,,"LINESTRING (-97.15984 33.22385, -97.15862 33.22384)"
81823074,9385619545,0,953181028,False,2,residential,87.998,,,,Linden Drive,,"LINESTRING (-97.15984 33.22385, -97.1607859 33.2238629)"
81823095,9504343749,0,9983371,False,,tertiary,9.889,,,,Fulton Street,,"LINESTRING (-97.1433254 33.2234055, -97.1433223 33.2234944)"
81823095,8822407681,0,9983371,False,,tertiary,54.123,,,,Fulton Street,,"LINESTRING (-97.1433254 33.2234055, -97.1433395 33.2229189)"
81823095,9504343720,0,197598195,False,,residential,10.354,,,,Linden Drive,,"LINESTRING (-97.1433254 33.2234055, -97.1434367 33.2234068)"
81823103,81822398,0,9978656,False,,residential,109.118,,,,Bryan Street,,"LINESTRING (-97.14743 33.22348, -97.14746 33.222499)"
81823103,2968033410,0,9978656,False,,residential,52.84,,,,Bryan Street,,"LINESTRING (-97.14743 33.22348, -97.1474136 33.223955)"
81823103,81777600,0,197598195,False,,residential,223.308,,,,Linden Drive,,"LINESTRING (-97.14743 33.22348, -97.1498296 33.22354)"
81823103,81773675,0,197598195,False,,residential,273.56,,,,Linden Drive,,"LINESTRING (-97.14743 33.22348, -97.14449 33.223419)"
81823347,81823358,0,737067183,False,,tertiary,234.348,,,,Scripture Street,,"LINESTRING (-97.1612178 33.2189947, -97.1586996 33.2189345)"
81823347,6900475056,0,737067183,False,,tertiary,11.809,,,,Scripture Street,,"LINESTRING (-97.1612178 33.2189947, -97.1613447 33.2189974)"
81823358,2074032280,0,9981976,False,,residential,67.357,,,,Thomas Street,,"LINESTRING (-97.1586996 33.2189345, -97.1586834 33.2195401)"
81823358,6042110813,0,9981976,False,,residential,66.573,,,,Thomas Street,,"LINESTRING (-97.1586996 33.2189345, -97.1587289 33.2183363)"
81823358,3804396380,0,737067183,False,,tertiary,6.233,,,,Scripture Street,,"LINESTRING (-97.1586996 33.2189345, -97.1586326 33.218934)"
81823358,81823347,0,737067183,False,,tertiary,234.348,,,,Scripture Street,,"LINESTRING (-97.1586996 33.2189345, -97.1612178 33.2189947)"
